ID;Income;Age;Years_Experience;Work_Phone;Phone;Email;Total_Family;Status;Realty_Y;Gender_M;Car_Y;Income_Type_Pensioner;Income_Type_State servant;Income_Type_Student;Income_Type_Working;Education_Type_Higher education;Education_Type_Incomplete higher;Education_Type_Lower secondary;Education_Type_Secondary / secondary special;Family_Status_Married;Family_Status_Separated;Family_Status_Single / not married;Family_Status_Widow;Housing_Type_House / apartment;Housing_Type_Municipal apartment;Housing_Type_Office apartment;Housing_Type_Rented apartment;Housing_Type_With parents;Job_Title_Cleaning staff;Job_Title_Cooking staff;Job_Title_Core staff;Job_Title_Drivers;Job_Title_HR staff;Job_Title_High skill tech staff;Job_Title_IT staff;Job_Title_Laborers;Job_Title_Low-skill Laborers;Job_Title_Managers;Job_Title_Medicine staff;Job_Title_Private service staff;Job_Title_Realty agents;Job_Title_Sales staff;Job_Title_Secretaries;Job_Title_Security staff;Job_Title_Waiters/barmen staff;Job_Title_unknown
5008820;135000.0;48.706849315068496;3.271232876712329;0;0;0;2.0;1;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008821;135000.0;48.706849315068496;3.271232876712329;0;0;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008822;135000.0;48.706849315068496;3.271232876712329;0;0;0;2.0;1;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008823;135000.0;48.706849315068496;3.271232876712329;0;0;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008824;135000.0;48.706849315068496;3.271232876712329;0;0;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008825;130500.0;29.23013698630137;3.021917808219178;0;0;0;2.0;0;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008826;130500.0;29.23013698630137;3.021917808219178;0;0;0;2.0;1;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008827;180000.0;51.43013698630137;-1000.6657534246575;0;0;0;2.0;1;True;True;True;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
5008830;157500.0;27.482191780821918;4.024657534246575;0;1;0;2.0;1;True;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008831;157500.0;27.482191780821918;4.024657534246575;0;1;0;2.0;0;True;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008832;157500.0;27.482191780821918;4.024657534246575;0;1;0;2.0;1;True;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008834;112500.0;30.04931506849315;4.438356164383562;0;0;0;2.0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
5008835;112500.0;30.04931506849315;4.438356164383562;0;0;0;2.0;1;True;False;False;False;False;False;True;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
5008836;270000.0;34.76438356164383;3.186301369863014;0;0;0;5.0;1;True;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008837;270000.0;34.76438356164383;3.186301369863014;0;0;0;5.0;1;True;True;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008838;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;0;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008839;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;0;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008840;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;1;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008841;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;0;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008842;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;0;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008843;405000.0;32.443835616438356;5.523287671232877;0;0;0;3.0;1;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008844;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008846;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008847;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008849;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;1;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008850;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008851;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008852;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008853;112500.0;56.16986301369863;12.191780821917808;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008854;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008855;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;1;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008856;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008857;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;1;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008858;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008859;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008860;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008861;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008862;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008863;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008864;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008865;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008866;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;0;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008867;135000.0;43.18082191780822;8.693150684931506;0;0;0;4.0;1;True;False;True;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008868;211500.0;44.416438356164385;19.44931506849315;0;0;0;3.0;0;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008870;211500.0;44.416438356164385;19.44931506849315;0;0;0;3.0;0;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008872;360000.0;45.67123287671233;14.695890410958905;0;1;0;2.0;0;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
5008873;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008874;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008875;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008876;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008877;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;0;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008878;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;0;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008879;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008880;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;0;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008881;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008882;126000.0;34.0027397260274;4.857534246575343;0;0;1;4.0;1;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
5008884;315000.0;55.3041095890411;-1000.6657534246575;0;0;0;1.0;1;True;False;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True
5008888;247500.0;46.61917808219178;3.6904109589041094;0;0;0;1.0;0;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008889;247500.0;46.61917808219178;3.6904109589041094;0;0;0;1.0;0;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008890;247500.0;46.61917808219178;3.6904109589041094;0;0;0;1.0;0;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
5008891;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008892;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008893;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008894;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008895;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008896;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008897;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008898;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008899;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008900;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008901;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008902;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008903;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008904;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008905;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008906;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008907;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008908;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008909;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008910;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008911;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008912;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008913;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008914;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008915;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008916;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008917;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008918;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008919;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008920;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008921;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008922;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008923;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008924;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008925;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008926;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008927;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008928;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008929;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008930;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008931;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008932;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;0;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
5008933;297000.0;42.51780821917808;8.860273972602739;0;0;0;1.0;1;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False
